_time	vendor_name	product_name	severity	finding_id	finding_name	finding_description	issue_type	issue_category	issue_status	remediation	impact	target_ipv4_raw	target_country	asset_id_primary	posture_category	identify_finding_acknowledged	identify_misconfig_summary	alert_name	alert_description	originalalertid	originalalertname	_insert_time
Jun 23 2026 01:14:12	Palo Alto Networks	Cortex Xpanse	medium	896565	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:13213	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	21179ad9f59657b2c6792e2836c9ae349d93545e0d86d4c13adda0d98aff6b50	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:13213 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:13213	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	896565	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:13213	Jun 23 2026 01:14:14
Jun 23 2026 07:24:08	Palo Alto Networks	Cortex Xpanse	medium	898369	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:56476	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	a55fac17304626314585cd7e69c7c927a25fe457d47e17516b761420537833e0	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:56476 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:56476	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	898369	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:56476	Jun 23 2026 07:24:14
Jun 23 2026 07:09:08	Palo Alto Networks	Cortex Xpanse	medium	898345	Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.146.235.119:17165	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	a57defce4ab3d9cc2bc9223053aec24ecb8c88b50574ba81805c15f567b29001	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.146.235.119:17165 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.146.235.119:17165	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	898345	Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.146.235.119:17165	Jun 23 2026 07:09:10
Jun 22 2026 13:49:09	Palo Alto Networks	Cortex Xpanse	medium	893334	Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:61415	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	b60053f3e7e193895371badf3a3dd0f5382cd7ab9271cb902c11520fa21095ad	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:61415 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:61415	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	893334	Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:61415	Jun 22 2026 13:49:19
Jun 23 2026 08:59:08	Palo Alto Networks	Cortex Xpanse	medium	898559	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:58244	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	bec0b5b52cb92ad1f56cd21d9eefc84f7b089a309d46de1e6b1169f185b11750	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:58244 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:58244	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	898559	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:58244	Jun 23 2026 08:59:23
Jun 22 2026 22:29:14	Palo Alto Networks	Cortex Xpanse	medium	893461	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:25692	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	5d013195cd0bb080177f0c39c4e7348076b3d3d348dcd58d07bb990f8e0ec8f3	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:25692 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:25692	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	893461	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:25692	Jun 22 2026 22:29:19
Jun 23 2026 04:39:09	Palo Alto Networks	Cortex Xpanse	medium	896714	Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:58966	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	7dd5c386459cc63290d50925d3ceec001a8d096149a54aef002c59c3fc7966dd	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:58966 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:58966	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	896714	Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:58966	Jun 23 2026 04:39:17
Jun 23 2026 06:19:09	Palo Alto Networks	Cortex Xpanse	medium	898277	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:54446	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	a40d0883c9366cdd62932e2da188c03a313e2eee151ae9f967e35e3bb6591531	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:54446 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:54446	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	898277	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:54446	Jun 23 2026 06:19:12
Jun 23 2026 06:34:09	Palo Alto Networks	Cortex Xpanse	medium	898295	Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.130.54.67:50067	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.130.54.67	UNKNOWN	82f31838ff6b165e84cf67888515254f37b77d93d20608a0f97a6c2406a309e1	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.130.54.67:50067 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.130.54.67:50067	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	898295	Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.130.54.67:50067	Jun 23 2026 06:34:13
Jun 23 2026 07:34:09	Palo Alto Networks	Cortex Xpanse	medium	898399	Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.130.54.67:14026	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.130.54.67	UNKNOWN	6354e21f65bdd713ed18352d7b186a65b536f27bdee58f749988b2f04dc32ed2	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.130.54.67:14026 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.130.54.67:14026	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	898399	Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 8.130.54.67:14026	Jun 23 2026 07:34:42
Jun 23 2026 07:59:10	Palo Alto Networks	Cortex Xpanse	medium	898446	Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 101.200.158.109:6081	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		101.200.158.109	UNKNOWN	660f156a3fad515e43d991a899f78a908ff715b7706410b8b4cb112fc84438b3	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 101.200.158.109:6081 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 101.200.158.109:6081	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	898446	Ivanti Endpoint Manager Mobile (MobileIron Core) (19080) at 101.200.158.109:6081	Jun 23 2026 07:59:36
Jun 23 2026 07:59:10	Palo Alto Networks	Cortex Xpanse	medium	898447	Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:25484	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	f3c407d5f5486019617f32c212bfa7d61baab4a8cdfc2c9db460cebe32b738b6	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:25484 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:25484	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	898447	Ivanti Endpoint Manager Mobile (MobileIron Core) (3.1) at 8.146.235.119:25484	Jun 23 2026 07:59:39
Jun 22 2026 14:49:09	Palo Alto Networks	Cortex Xpanse	medium	893347	Ivanti Endpoint Manager Mobile (MobileIron Core) (1.0) at 8.146.235.119:16331	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	15f25b6ca88ca1d2ec25df0fa77c0d5027c8de744a62bb69d5bf3a53dd68579c	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (1.0) at 8.146.235.119:16331 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) (1.0) at 8.146.235.119:16331	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	893347	Ivanti Endpoint Manager Mobile (MobileIron Core) (1.0) at 8.146.235.119:16331	Jun 22 2026 14:49:21
Jun 23 2026 04:19:08	Palo Alto Networks	Cortex Xpanse	medium	896698	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:1409	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	MobileIronCore	CONFIGURATION	UNDER_INVESTIGATION	"To remediate an exposed instance of Ivanti Endpoint Manager Mobile, you should take the following steps:

1. Immediately disconnect the affected system or network from the internet to prevent further unauthorized access or damage.
2. Assess the extent of the exposure and determine the potential impact on the system, network, and data.
3. Identify the cause of the exposure, such as a vulnerability or misconfiguration, and address it accordingly.
4. If a vulnerability caused the exposure, apply the appropriate security patch or update to the Ivanti Endpoint Manager Mobile software to fix the vulnerability.
5. Change all passwords and access credentials associated with the affected system or network.
6. Conduct a thorough review of the system and any logs available for the system to determine if a compromise took place. If a compromise took place take the appropriate steps to effectively contain, eradicate, and remediate the compromise.
7. Ensure appropriate security controls are in place such as firewalls, intrusion detection systems, and anti-virus software, to prevent future exposures."		8.146.235.119	UNKNOWN	652f4db3a5bff045bb72a0f4592d3b7632b8736a250ccb36d2aa0864cd98cc58	posture_misconfig	true	MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:1409 | Severity: MEDIUM	[Posture] Cortex Xpanse | MobileIronCore | Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:1409	Ivanti Endpoint Manager Mobile (EPMM) formerly known as MobileIron Core, is a mobile management software engine that enables IT to set policies for mobile devices, applications, and content. This issue identifies the presence of Ivanti EPMM on a host. This is done through scanning various data sources such as certificates and HTTP data. The web user interface may be surfaced through this policy as well as the version number.	896698	Ivanti Endpoint Manager Mobile (MobileIron Core) at 8.146.235.119:1409	Jun 23 2026 04:19:26
